SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SURVEY_TOPIC,QUESTION_LABEL_LONG_DESCR,SURVEY_QUESTION,GRADE_GROUP_DESCRIPTION,NON_EXCLUDED_RESPONSES,MANY_OR_ALL_RESPONSES,MANY_OR_ALL_PCT
2010/2011,DISTRICT LEVEL,BC Public School,62,Sooke,,,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,12,10,83
2010/2011,DISTRICT LEVEL,BC Public School,63,Saanich,,,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,82,60,73
2010/2011,DISTRICT LEVEL,BC Public School,63,Saanich,,,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,78,54,69
2010/2011,DISTRICT LEVEL,BC Public School,63,Saanich,,,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,80,61,76
2010/2011,DISTRICT LEVEL,BC Public School,63,Saanich,,,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,76,51,67
2010/2011,DISTRICT LEVEL,BC Public School,64,Gulf Islands,,,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,DISTRICT LEVEL,BC Public School,64,Gulf Islands,,,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,DISTRICT LEVEL,BC Public School,64,Gulf Islands,,,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,DISTRICT LEVEL,BC Public School,64,Gulf Islands,,,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,DISTRICT LEVEL,BC Public School,67,Okanagan Skaha,,,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,33,23,70
2010/2011,DISTRICT LEVEL,BC Public School,67,Okanagan Skaha,,,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,33,24,73
2010/2011,DISTRICT LEVEL,BC Public School,67,Okanagan Skaha,,,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,33,19,58
2010/2011,DISTRICT LEVEL,BC Public School,67,Okanagan Skaha,,,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,33,15,45
2010/2011,DISTRICT LEVEL,BC Public School,68,Nanaimo-Ladysmith,,,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,170,124,73
2010/2011,DISTRICT LEVEL,BC Public School,68,Nanaimo-Ladysmith,,,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,169,79,47
2010/2011,DISTRICT LEVEL,BC Public School,68,Nanaimo-Ladysmith,,,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,170,130,76
2010/2011,DISTRICT LEVEL,BC Public School,68,Nanaimo-Ladysmith,,,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,169,114,67
2010/2011,DISTRICT LEVEL,BC Public School,70,Alberni,,,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,44,29,66
2010/2011,DISTRICT LEVEL,BC Public School,70,Alberni,,,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,44,25,57
2010/2011,DISTRICT LEVEL,BC Public School,70,Alberni,,,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,42,26,62
2010/2011,DISTRICT LEVEL,BC Public School,70,Alberni,,,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,42,23,55
2010/2011,DISTRICT LEVEL,BC Public School,71,Comox Valley,,,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,38,28,74
2010/2011,DISTRICT LEVEL,BC Public School,71,Comox Valley,,,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,36,24,67
2010/2011,DISTRICT LEVEL,BC Public School,71,Comox Valley,,,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,38,26,68
2010/2011,DISTRICT LEVEL,BC Public School,71,Comox Valley,,,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,38,24,63
2010/2011,DISTRICT LEVEL,BC Public School,72,Campbell River,,,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,18,6,33
2010/2011,DISTRICT LEVEL,BC Public School,72,Campbell River,,,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,16,6,38
2010/2011,DISTRICT LEVEL,BC Public School,72,Campbell River,,,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,17,11,65
2010/2011,DISTRICT LEVEL,BC Public School,72,Campbell River,,,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,15,6,40
2010/2011,DISTRICT LEVEL,BC Public School,73,Kamloops/Thompson,,,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,176,116,66
2010/2011,DISTRICT LEVEL,BC Public School,73,Kamloops/Thompson,,,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,173,104,60
2010/2011,DISTRICT LEVEL,BC Public School,73,Kamloops/Thompson,,,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,175,124,71
2010/2011,DISTRICT LEVEL,BC Public School,73,Kamloops/Thompson,,,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,174,108,62
2010/2011,DISTRICT LEVEL,BC Public School,74,Gold Trail,,,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,17,7,41
2010/2011,DISTRICT LEVEL,BC Public School,74,Gold Trail,,,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,17,9,53
2010/2011,DISTRICT LEVEL,BC Public School,74,Gold Trail,,,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,16,10,63
2010/2011,DISTRICT LEVEL,BC Public School,74,Gold Trail,,,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,17,8,47
2010/2011,DISTRICT LEVEL,BC Public School,75,Mission,,,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,20,11,55
2010/2011,DISTRICT LEVEL,BC Public School,75,Mission,,,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,20,11,55
2010/2011,DISTRICT LEVEL,BC Public School,75,Mission,,,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,20,17,85
2010/2011,DISTRICT LEVEL,BC Public School,75,Mission,,,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,20,12,60
2010/2011,DISTRICT LEVEL,BC Public School,78,Fraser-Cascade,,,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,DISTRICT LEVEL,BC Public School,78,Fraser-Cascade,,,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,DISTRICT LEVEL,BC Public School,78,Fraser-Cascade,,,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,DISTRICT LEVEL,BC Public School,78,Fraser-Cascade,,,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,DISTRICT LEVEL,BC Public School,79,Cowichan Valley,,,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,34,25,74
2010/2011,DISTRICT LEVEL,BC Public School,79,Cowichan Valley,,,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,33,22,67
2010/2011,DISTRICT LEVEL,BC Public School,79,Cowichan Valley,,,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,33,26,79
2010/2011,DISTRICT LEVEL,BC Public School,79,Cowichan Valley,,,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,35,20,57
2010/2011,DISTRICT LEVEL,BC Public School,81,Fort Nelson,,,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,DISTRICT LEVEL,BC Public School,81,Fort Nelson,,,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,DISTRICT LEVEL,BC Public School,81,Fort Nelson,,,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,DISTRICT LEVEL,BC Public School,81,Fort Nelson,,,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,DISTRICT LEVEL,BC Public School,82,Coast Mountains,,,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,99,56,57
2010/2011,DISTRICT LEVEL,BC Public School,82,Coast Mountains,,,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,96,43,45
